subject_gait,take_id,mpjpe_3d,mpjpe_raw,dtw_3d_traj,mpjre,dtw_6d_transl,mpjpe_6d,jitter_c1,jitter_c2,pampjpe_3d,pampjpe_6d,action
gait_520,20251105_c1_a2_Take1,0.11591790507738374,0.1097952985837582,0.05840992801897931,0.1136256766309376,0.05440160758469943,0.09204981693514806,495.97271728515625,424.0792541503906,0.03291952752977341,0.02436758643227378,a2
gait_520,20251105_c1_a2_Take2,0.23305800825124895,0.2186529795504562,0.08235105923759845,0.15113220188342538,0.08309393075804783,0.17432476578090564,571.6065673828125,403.3770446777344,0.06594065974281636,0.04397414798958003,a2
gait_520,20251105_c1_a3_Take1,0.17396989716989403,0.16673772440356474,0.12051331105965311,0.15942893912114933,0.11720488669804949,0.16673175740755058,397.7034912109375,314.9071350097656,0.04528426736631173,0.03379993390424189,a3
gait_520,20251105_c1_a3_Take2,0.13684042001724928,0.12963886224372193,0.06891835878166246,0.12923897157369083,0.07693181778027608,0.126792186301502,389.5956115722656,338.87579345703125,0.042603420770637127,0.031406254127555266,a3
gait_520,20251105_c1_a3_Take3,0.15632220863320634,0.1473665981782875,0.06205571777323604,0.18951556629723434,0.06150114776296463,0.12784004754521394,366.72607421875,341.6558532714844,0.058276196146835095,0.04942361115174813,a3
gait_520,20251105_c1_a4_Take1,0.10107577711084521,0.09590284547138517,0.055327260536210614,0.15166093132648623,0.0430575180053079,0.08509353304819499,533.1148071289062,384.2134094238281,0.03192646015372216,0.02270409909448953,a4
gait_520,20251105_c1_a4_Take2,0.13309376613398521,0.1261653369514077,0.10589423054916415,0.11543874937169456,0.12200517283646609,0.11460872319757269,498.9713134765625,440.41656494140625,0.03743954625799276,0.028259350364643686,a4
gait_520,20251105_c1_a5_Take1,0.14959426777531595,0.14242210536924066,0.09681207084886537,0.18362830151306886,0.08912075493863203,0.14238155431379348,389.8350524902344,316.7707824707031,0.05371149987795469,0.047930652538574654,a5
gait_520,20251105_c1_a5_Take2,0.1479711209885841,0.14073903989238556,0.10093478446062287,0.17016167551678382,0.1684973306631539,0.13094195906417516,404.5651550292969,369.0166015625,0.0632657974492016,0.04974659921232112,a5
gait_682,20250919_c1_a1_Take1,0.14527520642376163,0.1378221273054811,0.03967192129241736,0.14672466219573596,0.05133567413572774,0.12495461384062954,268.123046875,422.9609680175781,0.053994196206585444,0.03878348323367973,a1
gait_682,20250919_c1_a1_Take2,0.18634760832719718,0.17523126034930395,0.049233536951160325,0.10799261538486277,0.05285157869422649,0.14602454686490862,306.6353454589844,311.5995788574219,0.03588673583063502,0.027597005445713026,a1
gait_682,20250919_c1_a2_Take1,0.1908709066387474,0.1790885481654185,0.09385043564394367,0.15916262943102308,0.09805976479973831,0.14902814049948923,367.088134765625,357.8245544433594,0.06333225855906706,0.04792841544183082,a2
gait_682,20250919_c1_a2_Take2,0.07336967866626853,0.06976910762272934,0.0718710834302568,0.12810307093913706,0.07232648677289337,0.06608790025799198,463.13690185546875,380.819580078125,0.030131423723014947,0.025550416822485125,a2
gait_682,20250919_c1_a3_Take1,0.17252244710594575,0.1625641984248222,0.0785068373106827,0.14346668951241953,0.081556312453395,0.13721512317048676,348.7886962890625,320.55804443359375,0.05133188333801449,0.03939127998412776,a3
gait_682,20250919_c1_a3_Take2,0.24225841536862303,0.2311257908548064,0.1706216105642107,0.1426873972725707,0.16427043034413452,0.2145539978289504,344.59185791015625,283.27484130859375,0.049503330264702945,0.03549577101629151,a3
gait_682,20250919_c1_a3_Take3,0.15848335697604546,0.15100551261989364,0.10869393888683086,0.12736616676496276,0.1047625713487584,0.144463143838089,313.021240234375,305.7991027832031,0.03545737051323699,0.028920541889626793,a3
gait_682,20250919_c1_a4_Take1,0.19166159699338475,0.18057692168995468,0.061792448870169964,0.24564254825678714,0.05516277052250548,0.1526762175919742,337.6416015625,331.6807556152344,0.05389863387748965,0.04921740684394815,a4
gait_682,20250919_c1_a4_Take2,0.15417281334745414,0.14579232525865576,0.07573378682374761,0.2607630247465528,0.07857160096908729,0.13486292720383758,344.98577880859375,336.9320068359375,0.048499331864949195,0.046174218984463,a4
gait_682,20250919_c1_a5_Take1,0.14343669631756703,0.13607021750127263,0.12036527611985816,0.16112098088170093,0.1300293585566007,0.13117032407741974,297.392578125,248.68736267089844,0.04712756707289543,0.03964764286002279,a5
gait_682,20250919_c1_a5_Take2,0.23484648351662682,0.2238972841124554,0.06338191869671032,0.22709511853951123,0.07063342727281073,0.20787701829403318,312.54986572265625,231.4093780517578,0.10507462930746421,0.07996478853342039,a5
gait_700,20250820_c1_a1_Take1,0.09330883532199208,0.08763179609035021,0.044553796846279775,0.07986006379583353,0.043743717403839796,0.07172077304186815,336.1827087402344,364.50579833984375,0.019910298613372995,0.015612559976759827,a1
gait_700,20250820_c1_a1_Take2,0.17030188725462284,0.15871338857094727,0.035902594004092306,0.11669079045424356,0.03349245198326784,0.12058650606057582,366.4739074707031,358.6866760253906,0.058570970547615196,0.037853285676252686,a1
gait_700,20250820_c1_a2_Take1,0.12910452271952935,0.12189163289187852,0.042039674962829725,0.10153996023282422,0.036742341738602954,0.10707764577508282,429.3071594238281,437.4139709472656,0.046369772184878845,0.03537056326513174,a2
gait_700,20250820_c1_a2_Take2,0.1269953009101968,0.11917876849740294,0.03623481210807059,0.11333868587810404,0.036953656687658154,0.09635727389547903,412.481689453125,391.9463806152344,0.05418113368566247,0.0384630449934107,a2
gait_700,20250820_c1_a3_Take1,0.28278394374405313,0.2686082880528284,0.17596705359025835,0.10037651675315763,0.176353926039699,0.2514172141128112,328.3150329589844,295.53369140625,0.03994138380548533,0.03044693170490933,a3
gait_700,20250820_c1_a3_Take2,0.13755114658420353,0.1295588643301505,0.060403892975660955,0.09616593483570769,0.057517481390874536,0.1118299072500925,330.9239807128906,300.3438720703125,0.03880533175890009,0.030145071989876485,a3
gait_700,20250820_c1_a3_Take3,0.09616622544305084,0.09049541509693156,0.05304924602949635,0.08266000775664467,0.052534266652680364,0.07632746677577017,353.3806457519531,298.5984802246094,0.03428287202744807,0.02375612137697211,a3
gait_700,20250820_c1_a4_Take1,0.11233883211748925,0.10646571377864368,0.05092654545831011,0.10048603270779913,0.04903988198441612,0.09103372868561653,349.1664123535156,321.0122375488281,0.023629975782801963,0.01954034870235493,a4
gait_700,20250820_c1_a4_Take2,0.16885424094335136,0.15776557894732882,0.05517919433489263,0.1355623275493958,0.05107923949628661,0.12020646852159358,327.0653076171875,315.88677978515625,0.059747891962508425,0.04289316075651393,a4
